Encoded_Strings,Obfuscation_Usage,Keystroke_Hooks,External_Requests,Label
4.403911651607027,4.651602254948855,8.335201851990478,3.2164061848128185,1
0.1851030690232703,0.032356705551798065,0.0699897887707186,0.38304684749987744,0
7.70857639916886,3.3716994558334954,7.908715447711941,3.454157905191856,1
6.86017160958273,3.3541119455659874,11.139698970791251,4.7576808103878365,1
2.8426784579388955,5.133347993603293,11.422324003957444,3.5454623028034384,1
0.31905485943435963,0.11531737669660114,0.16130522926670343,0.175344639242401,0
0.36246784584695607,0.1093900169021261,0.11128940170427606,0.2583433569155965,0
0.05837729442073544,0.08802220705314504,0.12509260246799456,0.4561297776771106,0
4.027216462418267,2.544034957565378,11.277383422141732,4.188846718997048,1
6.039466611990003,4.855461864191498,11.984915505158943,2.021446659644802,1
0.2739180494701568,0.04084572423751174,0.08207769053466626,0.1968604062933976,0
1.4628286601730376,3.195063632829227,10.459760497954345,3.228657774204194,1
1.4689574221683959,3.797913093562071,9.11222814288034,1.994392064405123,1
0.14985978531143634,0.17641657817431228,0.19944423193774266,0.2522766742366718,0
6.597136253496865,3.76341591599615,7.193797766664423,1.8893962815342755,1
7.443669812011038,4.76660691116421,12.561237872695486,1.9707991390832735,1
6.228295388075466,1.651033928145691,12.910501159583934,2.9564748370707687,1
6.212985252317479,4.775273011660303,10.659438559188589,2.752327919092245,1
7.707224219093532,4.054504421773955,10.08202898281268,3.5187680446311247,1
0.29567023167945844,0.15094616200449493,0.08266250544958786,0.26019362371032423,0
5.003825872041988,2.4049677830437846,16.087892066807267,4.036544076361366,1
0.3073631749859772,0.162614183097832,0.18126651545375977,0.2132684619133077,0
0.08103333409096387,0.05754475745048883,0.08265680060376948,0.19554551357552116,1
0.25540577711159074,0.15678102927457382,0.10108327058517819,0.23571928789949392,0
0.2666312500909212,0.09587037123243548,0.11366556247925821,0.3458819135856469,0
0.24751677464953817,0.1831465723594919,0.17571237999904438,0.25980922727774547,0
0.3418531345148037,0.09558133562368021,0.18537744446608803,0.2520776444734007,1
0.019801956241998042,0.048100432250538505,0.12692515783195218,0.05801746865424304,0
0.10499365025338729,0.02382010946659166,0.0697172183244684,0.16567739312953242,0
7.253447273557269,4.186717560768237,8.801521847340572,2.2147307546909083,1
0.12931074320126512,-0.019804114416520816,0.1131944247175011,0.10934922190672297,0
7.151000042261274,4.730157164031442,6.000413293625209,2.508785375174253,1
0.17509281553469594,0.049640250623651086,0.12783589883167096,0.07993562676789048,0
0.3490726136849952,0.08557124414229494,0.15501964461393647,0.2344000106305036,0
0.1491859802352689,0.10690392042087735,0.1395195538267735,0.19415776894801387,0
5.59354501416847,5.298731939413242,11.209074646548213,2.3877461382926772,1
5.999585350957996,4.313622710484269,11.083546501124914,2.58772113667278,1
0.1805091719647319,0.0970784940501256,0.11925275839689173,0.12860470878404467,0
5.685968682718213,3.6973250890211977,14.303600130283053,3.21103372929095,1
0.2610216169589223,0.08988305465649563,0.05518333335140021,0.27206105486789334,0
2.7583014643767565,4.927813678572036,12.389891438006996,4.294331253205392,1
0.25578103063518626,0.13039201693675043,0.034565793450543045,0.20978264918522677,0
0.19803622010733188,0.028458439918766412,0.004357432332608532,0.17917772903872473,0
3.6326190297514964,4.758307426274968,5.929789051872879,2.8192319001220385,1
3.9913759329913665,3.5894408113135032,12.741606710342058,3.920662145661538,1
4.313848138517203,1.5393813777772687,12.034347091656118,4.751183513012129,1
3.594445668015993,3.148746302435837,10.041348293892622,2.374313576250609,1
0.2662130674521047,0.13295271719567098,0.09689556508928564,0.10410717322853838,1
0.16390338341809202,0.10341857829838294,0.07446580309021747,0.27837313967528776,0
3.829628294801431,4.49668561930448,9.08604674762246,1.8399626301374805,1
0.2207603351400626,0.10070541781265625,0.06941160689036403,0.18485839320135736,0
0.8137837053606063,2.67317286113298,17.564573292192357,3.5071648837171496,1
0.14713833182502434,0.06169773987998001,0.08057464664405736,0.2534062956316952,1
0.253762990294988,0.0900468723120065,0.2642861856840921,0.12743323971169795,0
0.19393391861853793,0.054654856263896955,0.10170719466701061,0.20144165626355487,0
7.0126711382102584,4.635233021854534,6.066619150805742,3.514851681115926,1
0.30490092258368895,0.08914205964315718,0.13064126608346607,0.24136478982823736,1
0.1753616597485452,0.05005318118772044,0.1260002190400405,0.08837098296988609,0
3.17561345758776,6.092856924085462,16.311732875266685,2.148472953574239,1
2.913001009810485,4.365830557065877,9.422156758727198,2.691893228605014,1
0.37481370691208354,0.09035093161196553,0.09793596133038146,0.3740858077014435,0
0.17542569359140558,0.13802530597920715,0.06061387833672405,0.2465384076819176,0
0.23385528762859142,0.17269201185609423,0.10785493253219151,0.23836550238667892,1
4.6059262794463445,3.466025329390872,12.48635618650686,0.407191546130226,1
0.09422890710440997,0.12692174786082264,0.07293504525188801,0.3744010234075733,0
3.0196499228590987,4.679583149385647,12.2594698326586,2.3321328909456196,1
7.36063663397222,4.074435230509062,9.873999376103457,2.39560685375052,1
4.549774878629767,1.930681649152314,13.822354277822722,2.9919620656653434,1
0.24098186569285127,0.08753151874137594,0.1256804647207611,0.11143476022467347,0
4.23207959593032,2.283306266034565,7.620691252157506,4.008781600396798,1
0.01103507079038471,0.11482863383471542,0.13681137225825635,0.2028872480174468,0
0.332893331953541,0.14253596972303234,0.07380784148433024,0.045717785096278746,0
8.820871264266827,3.773133572999369,11.772342525778615,3.21187464045443,1
0.197347874075094,0.13845158277211378,0.0963588783704829,0.3053310279641871,0
7.381771865733039,5.2226252762759255,8.539539569802791,4.5722593353515215,1
7.406394716284753,3.046699529565566,9.751336573701924,4.55979145596628,1
3.634735955975756,3.2386726515388715,9.644859233409385,2.934352615090374,1
0.15885068554378198,0.11406058412920328,0.14705332757259654,0.2873169292381588,0
3.5041327562441253,4.8794915112857105,12.800702225816782,2.6214546008046105,1
0.18393688804745056,0.10222848054446358,0.17294426943162347,0.2148531015641505,0
0.2260321838771221,0.14492558522757823,0.10141601318388821,0.2670992652088924,0
6.461870868203156,5.161532901211637,6.368342062793369,3.5498478356799934,1
