Event_Listeners,Key_Code_Conversion,Data_Accumulation,Data_Transmission,Special_Key_Handling,Cross_Domain_Requests,Error_Handling,Label
7.678553959598619,3.806160826755571,3.351068024418445,5.170655536172508,3.539957984562758,4.732569160443737,2.1513869524184397,1
0.11817793167665275,0.15420991220217714,0.30370053243691586,0.5647884213557087,0.08135207448934373,0.2865034480632093,0.044829760701087074,0
0.25161782871149585,0.20455471363662386,0.2889263424758976,0.3636180488684036,0.1380884863131887,0.3714941887549245,0.06050255715501027,0
12.206402552228194,4.742706845725646,5.717248885355827,7.4800044496780105,4.409093491189336,5.109041398071156,0.055391370398448325,1
8.623230244285779,4.427596460612069,5.481170523652959,6.112166795173655,4.123141712308122,6.048983459461802,1.312340061229048,1
8.444635699255864,4.23390228675415,5.295441556003652,3.8097264692366704,2.715829775183465,3.9532846913348054,2.2994543221481107,1
0.14024898053083584,0.14317186400949394,0.1667727298749912,0.26659469179431544,0.11321507070379776,0.025774103051997954,0.1580918716060239,0
5.487889302926144,3.25139166581419,5.12398166961945,3.843807391261974,5.499601554401062,3.417077740842759,1.3729105638744803,1
7.271626060812985,4.580614434440054,6.185785188477287,6.409698289014608,3.885691747146421,4.221105848320567,1.3770719806649763,1
4.9337666862821745,5.423439976869821,2.6679712212484934,5.390022872224258,3.899502376795174,6.89163801792783,3.1036356527299507,1
2.4872025763308794,6.060799192934214,5.633967160735504,5.641248689304618,1.72253531066123,5.450004011964858,1.7117115199902297,1
4.428449695387171,3.7506727433105262,5.466591745223285,3.9977085402052555,2.8365416545511466,3.85275007186336,0.8794267417560004,1
0.34533844771177014,0.016276526977337738,0.17216897441234238,0.1441237746861858,0.09575463382323231,0.08188496088983177,0.09435840058442607,0
7.469239414238549,3.6803732995487692,4.579475072822261,11.887295387148528,3.2713431273066096,5.268988921717121,1.4266235092591941,1
0.08466494894040406,0.09063863392465599,0.09183489037359392,0.2877228574313189,0.03981711870440385,0.1660394496808159,0.21080932893564297,0
0.19643585177025166,0.15780033347255637,0.2328682349496483,0.32000940591283933,0.09986458365758252,0.27627330461319954,0.18941691767313729,0
9.400664887872129,5.947005514478067,8.289922661695805,6.554288075660065,1.9195855046455137,4.687041741892985,2.8846067159320827,1
0.11027456285141685,0.08725265147982053,0.14673932433265036,0.21926199437158883,0.03476031131895792,0.2640746380998654,0.13816018096378282,0
0.2083826627929361,0.05984445830233428,0.12844872338772514,0.45489179534182034,0.0385340989593748,0.16464151869717902,0.11248315259655525,0
0.3261921500713992,0.15855838163530733,-0.05525401520207496,0.28511172039791166,0.1548296894591062,0.1155000090908375,0.15855848313144205,1
6.102442184295777,4.0867271293179055,6.678978629604485,5.026631645459888,3.4781691520422955,4.730818370954817,2.5192513524932165,1
